CMS Certification Number (CCN),Provider Name,Phone,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,address,match,lat,lon
58303,"MONTROSE HOME HEALTHCARE, INC",8185450211,Yes,Yes,Yes,Yes,Yes,Yes,"1900 SCURRY STREET, BIG SPRING, TX, 79720",True,32.236584,-101.47124
517130,THREE RIVERS HOME CARE,3046485000,Yes,Yes,Yes,No,No,Yes,"506 E RAMSEY ROAD SUITE 1, SAN ANTONIO, TX, 78216",False,,
457896,CATALYST HEALTH SERVICES INC,7135975131,Yes,Yes,Yes,Yes,Yes,Yes,"1926 10TH AVE N STE 205, LAKE WORTH, FL, 33461",True,26.627964,-80.07109
457897,D LIFE HEALTHCARE SERVICES INC,2816930505,Yes,Yes,Yes,Yes,Yes,No,"1617 TENNESSEE AVE, LYNN HAVEN, FL, 32444",True,30.234295,-85.65569
108203,FAMILY HOME HEALTH SERVICES,3867561418,Yes,Yes,Yes,Yes,Yes,Yes,"7253 GROVER STREET, OMAHA, NE, 68124",True,41.227448,-96.02563
108205,LITTLE HAVANA ACTIVITES & NUTRITION CENTERS OF DAD,3058580887,Yes,Yes,Yes,No,Yes,Yes,"10043 MIDLOTHIAN TURNPIKE, RICHMOND, VA, 23235",True,37.506023,-77.58189
108207,LESLY HOME HEALTH CARE INC,3055537727,Yes,Yes,Yes,No,Yes,Yes,"115 NORTH 3RD AVENUE W, NEWTON, IA, 50208",True,41.70143,-93.0547
58307,"ALLIANCE HOME HEALTH, A SUTTER CARE AT HOME AFFILI",8314558901,Yes,Yes,Yes,Yes,Yes,Yes,"4849 GREENVILLE AVE STE 1124, DALLAS, TX, 75206",True,32.84617,-96.77015
108212,CARTER HEALTHCARE,7727701100,Yes,Yes,No,Yes,No,No,"9008 INDIANAPOLIS BLVD, HIGHLAND, IN, 46322",True,41.54945,-87.47131
248091,ALLINA HEALTH HOME HEALTH,6516359173,Yes,Yes,Yes,Yes,Yes,Yes,"3954 DIX HIGHWAY, LINCOLN PARK, MI, 48146",False,,
108211,FLAGLER HOME CARE LLC,9048242501,Yes,Yes,Yes,Yes,Yes,Yes,"610 MURPHY RD, STAFFORD, TX, 77477",True,29.610193,-95.564476
108215,ST VINCENTS HOME HEALTH,9043897385,Yes,Yes,Yes,Yes,Yes,Yes,"7820 PETERS RD, PLANTATION, FL, 33324",True,26.105383,-80.253044
297122,HOPE HOME HEALTH LLC,7022584673,Yes,Yes,Yes,Yes,Yes,Yes,"701 S BECKHAM, TYLER, TX, 75701",False,,
457898,NEW CREATION CARE INC,2818790106,Yes,Yes,Yes,Yes,Yes,Yes,"11118 S KEDZIE AVENUE, CHICAGO, IL, 60655",True,41.69091,-87.700806
457899,MOTHERWELL HOME HEALTH PROFESSIONALS,9365521609,Yes,Yes,Yes,No,No,Yes,"222 E DUNDEE ROAD FLOOR 2, WHEELING, IL, 60090",False,,
457901,COMPLETECARE HOME HEALTH AND HOSPICE,2105207977,Yes,Yes,Yes,Yes,Yes,Yes,"300 NW 183RD ST UNIT 1, MIAMI GARDENS, FL, 33169",True,25.942429,-80.20775
457903,FAITH AND CARE HOME HEALTH AGENCY INC,9798262428,Yes,Yes,Yes,No,No,Yes,"1080 NIMITZVIEW DRIVE, CINCINNATI, OH, 45230",True,39.06915,-84.35375
227486,"BROOKSBY VILLAGE, INC",9785367868,Yes,Yes,Yes,Yes,Yes,Yes,"51 S MAIN ST STE 308, CLEARWATER, FL, 33765",False,,
457907,AMERICAN MEDICAL HOME HEALTH SERVICES SAN ANTONIO,2107356225,Yes,Yes,Yes,Yes,Yes,Yes,"2760 SE 17 ST BLDG 100   STE 101, OCALA, FL, 34471",False,,
237581,RN HOME HEALTH CARE,3135515814,Yes,Yes,Yes,Yes,Yes,Yes,"500 EAST THORPE STREET, LAKIN, KS, 67860",True,37.945976,-101.25206
457905,TREASURE LIFE HEALTHCARE SERVICES INC,2144846084,Yes,Yes,Yes,No,Yes,Yes,"5981 JEFFERSON ROAD NE, ALBUQUERQUE, NM, 87109",True,35.146576,-106.595764
457906,NATIONAL MEDICAL HOMECARE INC,8307570900,Yes,Yes,Yes,Yes,No,No,"270 GERMAN OAK DRIVE, CORDOVA, TN, 38018",True,35.122925,-89.797264
147829,"HORIZON HOME HEALTH CARE, INC",3122257706,Yes,Yes,Yes,Yes,Yes,Yes,"800 ROLLING HILLS LANE, ADA, OK, 74820",True,34.782436,-96.62963
147830,"MARIAN HEALTHCARE SERVICES, LLC",8472901740,Yes,Yes,Yes,Yes,Yes,Yes,"157 NORTH MAIN STREET, BOGATA, TX, 75417",True,33.47136,-95.2137
368112,"NEW MILLENIUM HOME HEALTH, LLC",6148827782,Yes,Yes,Yes,Yes,Yes,Yes,"1301 GUSTAVUS STREET, LAREDO, TX, 78045",False,,
108222,CONFIDENT CARE OF FLORIDA CORP,3864395440,Yes,Yes,Yes,Yes,Yes,Yes,"4701 N CUMBERLAND AVENUE SUITE 8-9, NORRIDGE, IL, 60706",True,41.965286,-87.83669
147831,"ASSOCIATES HOME HEALTH, INC",8473756900,Yes,Yes,Yes,Yes,Yes,Yes,"7280 NW 7TH ST STE 108, MIAMI, FL, 33126",False,,
108218,ACCENTCARE HOME HEALTH OF MELBOURNE,3212593733,Yes,Yes,Yes,Yes,Yes,Yes,"4131 MONTGOMERY BLVD NE, ALBUQUERQUE, NM, 87109",True,35.130913,-106.59808
108219,LIFESPRING HOME CARE OF TAMPA,8139308900,Yes,Yes,Yes,Yes,Yes,Yes,"10039 BISSONNET SUITE #227, HOUSTON, TX, 77036",True,29.674957,-95.5555
108220,TENDRA HOME HEALTH INC,3056962323,Yes,Yes,No,No,No,Yes,"2720 SOUTH RIVER ROAD, DES PLAINES, IL, 60018",False,,
108223,HORIZON HOMECARE LLC,3526843550,Yes,Yes,Yes,Yes,Yes,Yes,"4402 BROADWAY BLVD SUITE 14, GARLAND, TX, 75043",False,,
287128,PHYSICIANS CHOICE HOME HEALTH CARE,4023312273,Yes,Yes,Yes,Yes,Yes,Yes,"3443 SOUTH STATE STREET, S SALT LAKE, UT, 84115",False,,
147832,"P W HOME HEALTH, INC",8475654170,Yes,Yes,Yes,Yes,Yes,Yes,"8399 ALMEDA ROAD, HOUSTON, TX, 77036",False,,
368113,FREEDOM HOME HEALTH,6143368870,Yes,Yes,Yes,Yes,No,Yes,"8344 EAST R L THORNTON FRWY SUITE 214, DALLAS, TX, 75228",False,,
497603,INTERIM HEALTHCARE OF CEDAR BLUFF,2769886703,Yes,Yes,Yes,Yes,Yes,Yes,"1300 N 10TH ST SUITE 305, MCALLEN, TX, 78501",True,26.191916,-98.23202
398034,REVOLUTIONARY HOME HEALTH INC,5703837502,Yes,Yes,Yes,Yes,Yes,Yes,"1701 ANALOG DRIVE, RICHARDSON, TX, 75081",True,32.9721,-96.70006
398035,"BAYADA HOME HEALTH CARE, INC.",6103753800,Yes,Yes,Yes,Yes,Yes,Yes,"1219 STEWART DRIVE, IRVING, TX, 75061",True,32.82238,-96.961365
267599,FV AT HOME BY FRIENDSHIP VILLAGE,6367330355,Yes,Yes,Yes,Yes,Yes,Yes,"9800 CENTRE PKWY STE 610, HOUSTON, TX, 77036",False,,
157568,OMNI HOME CARE,8124796664,Yes,Yes,Yes,Yes,No,Yes,"7100 REGENCY SQUARE BLVD SUITE 134, HOUSTON, TX, 77036",True,29.71553,-95.50844
157569,ENCOMPASS HEALTH HOME HEALTH,2198649988,Yes,Yes,Yes,Yes,Yes,Yes,"2625 BUTTERFIELD ROAD, OAK BROOK, IL, 60523",True,41.84861,-87.97819
67454,COLORADO HEALTH CONNECTIONS INC,3037582277,Yes,Yes,Yes,Yes,Yes,Yes,"748 SPRINGDALE DRIVE SUITE 120, EXTON, PA, 19341",True,40.029434,-75.60484
398036,BROOKDALE HOME HEALTH PHILADELPHIA,6102652846,Yes,Yes,Yes,Yes,Yes,Yes,"25255 SOUTHFIELD RD, SOUTHFIELD, MI, 48075",False,,
497604,CC HOME CARE OF VIRGINIA,5408982999,Yes,Yes,No,Yes,Yes,Yes,"9888 BISSONNET SUITE 100-F, HOUSTON, TX, 77036",True,29.67511,-95.55339
248092,PATHWAYS TO ACHIEVEMENT,2187214732,Yes,Yes,Yes,Yes,No,Yes,"ONE PARK CENTRE, WADSWORTH, OH, 44281",False,,
368114,"A M FRIENDS & FAMILY HEALTHCARE, LLC",6148663400,Yes,Yes,Yes,Yes,Yes,Yes,"2440 TEXAS PARKWAY #218, MISSOURI CITY, TX, 77489",True,29.592817,-95.52661
457910,HONORCARE HOME HEALTH,2105249889,Yes,Yes,Yes,Yes,Yes,Yes,"4450 OAKTON STREET, SKOKIE, IL, 60076",True,42.02625,-87.739456
237585,NATIONAL HOME CARE SERVICES,2484238565,Yes,Yes,Yes,Yes,Yes,Yes,"8203 WILLOW PLACE SUITE 220, HOUSTON, TX, 77070",False,,
368115,HOLY FAMILY HOME HEALTH CARE,4408887722,Yes,Yes,Yes,Yes,Yes,Yes,"912 EAST 1ST, CHANDLER, OK, 74834",True,35.70989,-96.870316
368116,"PREMIERFIRST HOME HEALTHCARE, INC",6144433110,Yes,Yes,Yes,Yes,No,Yes,"4006 PORTSMOUTH ST, HOUSTON, TX, 77027",True,29.731544,-95.44165
457911,PRECISION HOME HEALTH CARE,9726420181,Yes,Yes,Yes,Yes,Yes,Yes,"625 SOUTH WASHINGTON, AFTON, WY, 83110",True,42.717064,-110.9335
457918,LIVING TREE OF LIFE,2103773444,Yes,Yes,Yes,Yes,Yes,Yes,"909 BUSINESS PARK DRIVE STE 10, MISSION, TX, 78572",True,26.198696,-98.31797
457922,"TEXMED HOME HEALTH, INC.",2545268188,Yes,Yes,Yes,Yes,Yes,Yes,"64 SOUTH 100 WEST, BRIGHAM CITY, UT, 84302",True,41.508995,-112.01742
58299,GUARDIAN ANGEL HOME HEALTH AGENCY INC,8055810244,Yes,Yes,Yes,Yes,Yes,Yes,"11104 W AIRPORT BLVD SUITE 131, STAFFORD, TX, 77477",True,29.641127,-95.56832
108226,HELPING HANDS HOME CARE INC,3528409576,Yes,Yes,Yes,Yes,Yes,Yes,"1221 E 10TH STREET SUITE 103, WESLACO, TX, 78596",False,,
117147,CHSGA HOME HEALTH,2294352109,Yes,Yes,Yes,Yes,Yes,Yes,"2600 SOUTH GESSNER ROAD SUITE 112, HOUSTON, TX, 77063",True,29.738256,-95.53875
457921,LYDIA HOME HEALTH CARE LLC,9724122379,Yes,Yes,Yes,Yes,Yes,Yes,"1508 N DAL PASO STREET, HOBBS, NM, 88240",False,,
147834,"INFINITY HOME HEALTH CARE, INC",8479830979,Yes,Yes,Yes,Yes,Yes,Yes,"6111 EVENING SUN CT, RICHMOND, TX, 77469",True,29.532986,-95.70879
267600,ELARA CARING,5738936477,Yes,Yes,Yes,Yes,Yes,Yes,"4538 CENTERVIEW DR SUITE 149, SAN ANTONIO, TX, 78228",True,29.487892,-98.57164
457912,SUMMIT HOME HEALTH CARE,2106153877,Yes,Yes,Yes,Yes,Yes,Yes,"6225 PRESIDENTIAL CT STE 100, FORT MYERS, FL, 33919",True,26.559383,-81.88599
457913,SERENITY CARE HOME HEALTH SERVICES INC,2814316763,Yes,Yes,Yes,Yes,Yes,Yes,"620 S LAKE ST  STE 3, LEESBURG, FL, 34748",True,28.805481,-81.86691
368118,"OTTERBEIN HOME HEALTH, LLC",5136968565,Yes,Yes,Yes,Yes,Yes,Yes,"49 E HUNTINGTON DRIVE, ARCADIA, CA, 91006",True,34.14007,-118.029884
398037,ELITE HOME HEALTH CARE INC,2152452131,Yes,No,No,No,No,Yes,"354 NEW BYHAILIA ROAD, COLLIERVILLE, TN, 38017",False,,
457915,"APOSTLE HOME HEALTH CARE, PLLC",2819965701,Yes,Yes,Yes,Yes,Yes,Yes,"5913 CHEYENNE WAY, FRISCO, TX, 75034",True,33.13485,-96.836235
457916,PROTEAM HEALTHCARE INC,7138388044,Yes,Yes,Yes,Yes,Yes,Yes,"16000 PARK TEN PLACE SUITE 902, HOUSTON, TX, 77084",True,29.786503,-95.66082
457929,COUNTRY NURSING SOLUTIONS,9034324112,Yes,Yes,Yes,Yes,No,Yes,"5787-A NW 151 ST, MIAMI LAKES, FL, 33014",True,25.91079,-80.29792
237587,ATTENDANT CARE SERVICES OF MICHIGAN,2485695303,Yes,Yes,Yes,Yes,Yes,Yes,"910 PINON RANCH VIEW SUITE 211, COLORADO SPRINGS, CO, 80907",True,38.90143,-104.84475
457928,TOTAL HOME HEALTH,2104955493,Yes,Yes,Yes,Yes,Yes,Yes,"3909 NE 163RD STREET UNIT 303, NORTH MIAMI BEACH, FL, 33160",False,,
457934,ORIENT HOME CARE SERVICES INC,9722962000,Yes,Yes,Yes,Yes,Yes,Yes,"5813 MAYFIELD ROAD, MAYFIELD HEIGHTS, OH, 44124",True,41.520046,-81.4702
457937,SUNRISE HOME HEALTH,2147710771,Yes,Yes,Yes,Yes,Yes,Yes,"350 CAMINO GARDENS BLVD STE 201, BOCA RATON, FL, 33432",True,26.340841,-80.093124
457946,NEW VISION HOME HEALTH SERVICES INC,9722273000,Yes,Yes,Yes,Yes,Yes,Yes,"1505 W MAIN ST, CLARKSVILLE, TX, 75426",False,,
457948,SAFFA HOME CARE INC,9154404100,Yes,Yes,Yes,Yes,Yes,Yes,"14625 CARMENITA ROAD SUITE 228, NORWALK, CA, 90650",True,33.8987,-118.0466
457949,INTEGRITY HOME HEALTH,2546287900,Yes,Yes,Yes,Yes,No,No,"6871 WEST 171ST STREET, TINLEY PARK, IL, 60477",False,,
147835,"WELLCARE HOME HEALTH, INC",8475624041,Yes,Yes,Yes,Yes,Yes,Yes,"13831 SW 59 STREET SUITE 105, MIAMI, FL, 33183",True,25.711454,-80.41796
147837,"MIDWEST HOME HEALTHCARE, INC",7736859025,Yes,Yes,Yes,Yes,Yes,Yes,"6677 N LINCOLN AVE SUITE 320, LINCOLNWOOD, IL, 60712",True,42.002502,-87.72706
457924,GENERATIONS HOME HEALTH,3256905913,Yes,Yes,Yes,Yes,Yes,Yes,"5035 CLAIRTON BLVD, PITTSBURGH, PA, 15236",False,,
457926,PRUDENTIAL HEALTH CARE SERVICES INC,8176080455,Yes,Yes,Yes,Yes,Yes,Yes,"6666 HARWIN DR #300, HOUSTON, TX, 77036",True,29.71974,-95.499664
457927,CALVARY HOME HEALTH AGENCY INC,2146540720,Yes,Yes,Yes,Yes,Yes,Yes,"1919 N. LOOP WEST STE. 400, HOUSTON, TX, 77008",False,,
457933,CREST HEALTHCARE SERVICES INC,9724965252,Yes,Yes,Yes,Yes,Yes,Yes,"4019 MC PHERSON    203 & 204, LAREDO, TX, 78041",False,,
457947,FIRST ATLANTIC HEALTHCARE SYSTEM,2547736020,Yes,Yes,Yes,Yes,Yes,Yes,"10333 HARWIN DRIVE SUITE #573, HOUSTON, TX, 77036",True,29.716537,-95.54941
467221,ENVISION HOME HEALTH,8012257971,Yes,Yes,Yes,Yes,Yes,Yes,"10101 FONDREN ROAD SUITE 345, HOUSTON, TX, 77096",True,29.67085,-95.50857
108236,ANGELS CARE HOME HEALTH,3522417476,Yes,Yes,Yes,Yes,Yes,Yes,"2855 MAGNUM ROAD SUITE 401, HOUSTON, TX, 77092",False,,
108237,LIFELINE HOME HEALTHCARE PROVIDERS INC,3052632757,Yes,Yes,Yes,Yes,Yes,Yes,"11753 SOUTHWEST HIGHWAY, PALOS HEIGHTS, IL, 60463",False,,
368122,"ENHANCED REHABILITATION SERVICES, INC",4403527533,Yes,Yes,Yes,Yes,Yes,Yes,"290 NW 165TH STREET STE P-100, NORTH MIAMI BEACH, FL, 33169",True,25.924658,-80.2081
457950,BEACON HOME HEALTH AGENCY LLC,7135926428,Yes,Yes,Yes,Yes,Yes,Yes,"11104 W AIRPORT STE 225, STAFFORD, TX, 77477",False,,
457951,TRADITIONS HEALTH CARE,9035094555,Yes,Yes,Yes,Yes,Yes,Yes,"1570 LAKEVIEW DR  UNIT H-STE 100, SEBRING, FL, 33870",True,27.485031,-81.440315
457953,C & L HOME HEALTHCARE AGENCY,8326617694,Yes,Yes,Yes,Yes,Yes,No,"7001 N. 10TH STREET, MCALLEN, TX, 78504",True,26.264765,-98.21959
457954,ABL HOMEHEALTH SERVICES INC,2814988666,Yes,Yes,Yes,Yes,Yes,Yes,"5835 CALLAGHAN RD SUITE #102, SAN ANTONIO, TX, 78228",True,29.48631,-98.57749
108235,BETTER @ HOME,3527539119,Yes,Yes,Yes,Yes,Yes,Yes,"6510 POLARIS DRIVE SUITE 3 & 4, LAREDO, TX, 78041",False,,
248093,GOOD SAMARITAN SOCIETY HOME CARE & HOSPICE,2189639452,Yes,Yes,Yes,Yes,No,Yes,"1306 W WENDOVER AVENUE SUITE 100, GREENSBORO, NC, 27408",True,36.088757,-79.80553
368120,"ULTIMATE HOME HEALTHCARE SERVICES, INC",6148686970,Yes,Yes,Yes,Yes,No,Yes,"3125 45TH ST, HIGHLAND, IN, 46322",True,41.537445,-87.45333
368121,"SIGNATURE CARE, INC",6147519901,Yes,Yes,Yes,Yes,No,Yes,"518 EAST MAIN STREET SUITE C, ROBSTOWN, TX, 78380",True,27.789322,-97.663185
58309,"NOVA SKILLED HOME HEALTH, INC",3236586232,Yes,Yes,Yes,Yes,Yes,Yes,"1200 WEST GRANADA BLVD STE 4, ORMOND BEACH, FL, 32174",True,29.26739,-81.101845
297123,"ALOHA HOME HEALTH, LLC",7028807771,Yes,Yes,Yes,Yes,Yes,Yes,"3300 S GESSNER ROAD SUITE 205, HOUSTON, TX, 77063",True,29.728516,-95.539185
147841,MEDLIFE HOME HEALTH INC,8473245550,Yes,Yes,Yes,Yes,Yes,Yes,"123 NORTH 19TH STREET, MIDDLESBORO, KY, 40965",True,36.609436,-83.71294
457952,PROVIDIAN HEALTH CARE  INC,2819976272,Yes,Yes,Yes,Yes,Yes,Yes,"8449 WEST BELLFORT SUITE 350, HOUSTON, TX, 77071",True,29.655653,-95.515945
457955,"NIGHTINGALE SERVICES, INC",7137800695,Yes,Yes,Yes,Yes,Yes,Yes,"16634 107TH STREET, ORLAND PARK, IL, 60467",False,,
457956,GRACE UNLIMITED,2142778800,Yes,Yes,Yes,Yes,Yes,Yes,"9950 WESTPARK DRIVE 270, HOUSTON, TX, 77063",True,29.721897,-95.53859
457957,V CARE HOME HEALTH INC,2146184784,Yes,Yes,Yes,Yes,Yes,Yes,"2604 DEMPSTER AVENUE, PARK RIDGE, IL, 60068",False,,
457958,AQTS,3613341609,Yes,Yes,Yes,Yes,Yes,Yes,"7925 NW 12 ST   STE 101, MIAMI, FL, 33126",True,25.782623,-80.32446
457959,MERIDIAN HCS L L C,2108269393,Yes,Yes,Yes,Yes,Yes,Yes,"3780 FOOTHILLS DRIVE, LAS CRUCES, NM, 88001",False,,
457960,BIENESTAR HOME HEALTH SERVICES,9155990242,Yes,Yes,Yes,Yes,Yes,Yes,"7207 DESERT BLUFF LANE, RICHMOND, TX, 77407",True,29.700432,-95.716034
457962,ELIM HOME HEALTH INC,9722909721,Yes,Yes,Yes,Yes,Yes,Yes,"8700 COMMERCE PARK DRIVE SUITE 110, HOUSTON, TX, 77036",True,29.687084,-95.5352
457963,PEACE HOME HEALTH INC,9727440133,Yes,Yes,Yes,Yes,Yes,No,"6100 LAKE ELLENOR STE 251, ORLANDO, FL, 32809",True,28.471292,-81.40347
147836,"ELC HEALTH CARE, LLC",7083832191,Yes,Yes,Yes,Yes,Yes,Yes,"51 NORTH SIDE SQUARE, COOPER, TX, 75432",True,33.37461,-95.68824
178067,CONTINUA HOME HEALTH,9139050255,Yes,Yes,Yes,Yes,Yes,Yes,"3355 NW 55TH ST, FORT LAUDERDALE, FL, 33309",True,26.193909,-80.193596
398040,PREMIER HOME CARE INC,2159692225,Yes,Yes,Yes,Yes,Yes,Yes,"3414 N DUKE STREET, DURHAM, NC, 27705",False,,
398041,"MAYLATH VALLEY HEALTH SYSTEMS, INC.",5707082929,Yes,Yes,Yes,Yes,Yes,Yes,"725 E MAIN ST STE B, PAHOKEE, FL, 33476",False,,
457965,A C T HOME HEALTH,9404842900,Yes,Yes,Yes,Yes,Yes,Yes,"5265 LOUETTA, SPRING, TX, 77379",False,,
37237,COZY HOME HEALTH CARE,6029784663,Yes,Yes,Yes,Yes,Yes,Yes,"11119 MCCRACKEN CIRCLE SUITE D, CYPRESS, TX, 77429",True,29.954794,-95.58712
147842,"JN FAMILY HOME HEALTHCARE SERVICES, INC",7736541690,Yes,Yes,Yes,Yes,Yes,Yes,"1918 FREEMAN ST, HOUSTON, TX, 77009",True,29.776667,-95.36094
58310,HOLLYWOOD HOME HEALTH SERVICES,3236623731,Yes,Yes,Yes,Yes,Yes,Yes,"135 PASEO DEL PRADO SUITE 49, EDINBURG, TX, 78539",False,,
457968,NURSING CARE OF TEXAS,9722962755,Yes,Yes,Yes,Yes,Yes,Yes,"10801 HAMMERLY BLVD SUITE 120, HOUSTON, TX, 77043",True,29.812725,-95.56714
457969,PRECIOUS HOME HEALTH CARE INC,9726864209,Yes,Yes,Yes,Yes,Yes,Yes,"8700 COMMERCE PARK DRIVE SUITE 220, HOUSTON, TX, 77036",True,29.687084,-95.5352
457970,CUDDLE ME HOME CARE,4693040904,Yes,Yes,Yes,Yes,Yes,Yes,"326 E CENTRAL AVE, WINTER HAVEN, FL, 33880",True,28.022217,-81.72337
457971,AMANECER HOME HEALTHCARE LLC,9566688886,Yes,Yes,Yes,Yes,No,No,"9696 SKILLMAN STREET STE. 385, DALLAS, TX, 75243",True,32.908527,-96.70656
457972,ODYSSEY II HOME HEALTH CARE INC,2149427202,Yes,Yes,Yes,Yes,Yes,Yes,"4340 GLENDALE-MILFORD ROAD, BLUE ASH, OH, 45242",True,39.252426,-84.39078
457973,NULIF HOME HEALTHCARE SERVICES INC,9724923091,Yes,Yes,Yes,Yes,Yes,Yes,"1636 N HAMPTON RD STE 104, DESOTO, TX, 75115",True,32.62165,-96.85693
457974,TEXAS MEDICAL ENTERPRISES INC,8445768773,Yes,Yes,Yes,Yes,Yes,No,"800 ROCKMEAD SUITE 180, HOUSTON, TX, 77339",False,,
108238,CARTER HEALTHCARE,3527538802,Yes,Yes,Yes,Yes,Yes,No,"1725 BOCA CHICA BLVD SUITE B, BROWNSVILLE, TX, 78520",True,25.922548,-97.49358
108240,MEDI HOME HEALTH AGENCY,8504755392,Yes,Yes,Yes,Yes,Yes,Yes,"12959 JUPITER ROAD SUITE 253, DALLAS, TX, 75238",True,32.872303,-96.6832
108241,AMERICA-LOVING CARE HOME HEALTH INC,3058285310,Yes,Yes,Yes,Yes,Yes,Yes,"203 SOUTH MAIN ST, ANAHUAC, TX, 77514",True,29.771902,-94.683334
108242,ALLPRO HOME HEALTH LLC,9412583355,Yes,Yes,Yes,Yes,Yes,Yes,"8000 VANTAGE DRIVE, SAN ANTONIO, TX, 78230",True,29.510464,-98.55171
147840,WAILAI HOME HEALTH SERVICES,7737692820,Yes,Yes,Yes,Yes,Yes,Yes,"417 N  BRYAN-BELTLINE ROAD SUITE A, MESQUITE, TX, 75149",False,,
368125,"COMFORT HEALTHCARE, LLC",2162819999,Yes,Yes,Yes,Yes,No,Yes,"2409 LAUREL LANE, PLANO, TX, 75074",True,33.03481,-96.68145
497605,VIRGINIA HEALTHCARE SERVICES,7033335288,Yes,Yes,Yes,Yes,Yes,Yes,"3458 TED TROUT DRIVE, LUFKIN, TX, 75904",True,31.328293,-94.78554
67455,PREMIER HOME HEALTH AND HOSPICE,7193953124,Yes,Yes,Yes,Yes,Yes,Yes,"17776 PRESTON RD, DALLAS, TX, 75252",True,32.99544,-96.79899
147844,"ALERT HOME HEALTH CARE, INC",8476853333,Yes,Yes,Yes,Yes,Yes,Yes,"1393 GEORGE DIETER STE B, EL PASO, TX, 79936",False,,
147845,"ANCHOR HOME HEALTH CARE AGENCY, INC",7085991313,Yes,Yes,Yes,Yes,Yes,Yes,"1605 EAST DEL MAR STE 103, LAREDO, TX, 78041",False,,
237590,ACUTE HOME HEALTH CARE,2488161600,Yes,Yes,Yes,Yes,Yes,Yes,"2212 ARLINGTON DOWNS SUITE 105, ARLINGTON, TX, 76011",True,32.75022,-97.07173
457975,ENCOMPASS HEALTH HOME HEALTH,8177374300,Yes,Yes,Yes,Yes,Yes,Yes,"604 OAK STREET # 102, GRAHAM, TX, 76450",False,,
457977,HOME HEALTH PLUS INC,2143416868,Yes,Yes,Yes,Yes,Yes,Yes,"3509 W UNIVERSITY DRIVE SUITE 4, EDINBURG, TX, 78539",False,,
457978,OPTIMUM HOME HEALTH CARE INC,9725966442,Yes,Yes,Yes,Yes,Yes,Yes,"2825 REGAL ROAD SUITE 105, PLANO, TX, 75075",True,33.021667,-96.748375
457980,JK HOME HEALTH SERVICE,9723293900,Yes,Yes,Yes,Yes,Yes,Yes,"3804 JOHN STOCKBAUER DRIVE SUITE E, VICTORIA, TX, 77904",True,28.819815,-96.94858
147719,CARE IN THE HOME HEALTH SERVIC,8472561705,Yes,Yes,Yes,Yes,Yes,Yes,"12005 NORTH VIRGINIA AVENUE, OKLAHOMA CITY, OK, 73120",True,35.591446,-97.547844
368128,"RX HOME HEALTHCARE, INC",2162950056,Yes,Yes,Yes,Yes,No,Yes,"6200 SARATOGA BLVD SUITE 104, CORPUS CHRISTI, TX, 78414",True,27.679632,-97.37202
457981,MJ HOME HEALTH AGENCY INC,9722164894,Yes,Yes,Yes,Yes,Yes,Yes,"5940 W TOUHY AVENUE SUITE 152, NILES, IL, 60714",True,42.011997,-87.77968
457983,MMCARE,2107341300,Yes,Yes,Yes,Yes,Yes,Yes,"3918 VIA POINCIANA DR STE 7, LAKE WORTH, FL, 33467",True,26.617945,-80.15369
457984,SHALEM HOME HEALTH CARE INC,9722904994,Yes,Yes,Yes,Yes,Yes,Yes,"1510 E COLONIAL DR STE 101, ORLANDO, FL, 32803",True,28.553116,-81.36107
457985,MAXIMUM HOME HEALTH LLC,9562891200,Yes,Yes,Yes,Yes,No,No,"314 NORTH 7TH STREET, FREDONIA, KS, 66736",True,37.532658,-95.82646
457967,"HARMONY COMPLETE CARE, LLC",7136683883,Yes,Yes,Yes,Yes,Yes,Yes,"5011 MOURNING DOVE DR, RICHMOND, TX, 77469",True,29.491867,-95.76274
237589,RM HOME CARE,2485571275,Yes,Yes,Yes,No,No,Yes,"1418 BEECH AVENUE, MCALLEN, TX, 78505",True,26.205587,-98.234436
467223,SUMMIT HOME HEALTH,8015427150,Yes,Yes,Yes,Yes,Yes,Yes,"120 ELDRIDGE ROAD, SUGAR LAND, TX, 77478",False,,
147850,"ALL ABOUT HEALTHCARE, INC",8475681480,Yes,Yes,Yes,Yes,Yes,Yes,"17826 DAVENPORT SUITE A, DALLAS, TX, 75252",True,32.99251,-96.79369
157570,TOTAL HOME HEALTH SERVICES INC,2199373750,Yes,Yes,Yes,Yes,Yes,Yes,"1452 JUNCTION RUN, MESQUITE, TX, 75181",True,32.724228,-96.5865
457989,M B CARE PLLC,9153511851,Yes,Yes,Yes,Yes,Yes,Yes,"18038 BARTON RIDGE LANE, RICHMOND, TX, 77407",True,29.694572,-95.69387
457990,ALCOMED HOMEHEALTH SERVICES INC,9724425443,Yes,Yes,Yes,Yes,Yes,Yes,"4780 KIRK ROAD, AUSTINTOWN, OH, 44515",True,41.06898,-80.74446
67456,ABC HOME HEALTH CARE INC,7195432700,Yes,Yes,Yes,Yes,No,Yes,"3198 ROYAL LANE SUITE 212, DALLAS, TX, 75229",False,,
67457,ALL STATE HOME HEALTH,3037611314,Yes,Yes,Yes,Yes,Yes,Yes,"2700 LOON LAKE ROAD, DENTON, TX, 76210",True,33.17435,-97.104385
